Code_Run_Date,Bioreactor,Day,Date,FEED_RATE--INPUT_DATA,VOLUME_ML,IGG--STATE_SP,DAILY_NORMALIZED_FEED--INPUT_REF,IGG--STATE_DATA,VCC--STATE_DATA,VIABILITY--STATE_DATA,LACTATE--STATE_DATA,OSMO--STATE_DATA,DAILY_NORMALIZED_FEED--INPUT_DATA,TEMPERATURE--INPUT_DATA,PH_SETPOINT--INPUT_DATA,DO--INPUT_DATA,IGG--STATE_PRED,VCC--STATE_PRED,VIABILITY--STATE_PRED,LACTATE--STATE_PRED,OSMO--STATE_PRED,IGG--STATE_EST,VCC--STATE_EST,VIABILITY--STATE_EST,LACTATE--STATE_EST,OSMO--STATE_EST,IGG--STATE_MOD,VCC--STATE_MOD,VIABILITY--STATE_MOD,LACTATE--STATE_MOD,OSMO--STATE_MOD
2024-10-03,MR24-045-804,0,,0.006464423469812731,1695.58,146.51,0.004722243537904859,134.7627,13.3,98.3,1.13,324.0,0.004722243537904859,34,7.2,0.502,134.7627,13.3,98.3,1.13,324.0,134.7627,13.3,98.3,1.13,324.0,0.0,0.0,0.0,0.0,0.0
2024-10-03,MR24-045-804,1,,0.0063476895567783674,1694.11,509.83,0.004636969735986551,463.0506,17.9,98.6,2.99,323.0,0.004636969735986551,34,7.2,0.53,463.0506,17.9,98.6,2.99,323.0,473.3753233056053,15.578529167237674,97.72178161991043,2.1757613913890435,309.42775119857504,-10.324723305605346,2.3214708327623246,0.21955459502239094,0.4071193043054784,9.500574160997473
2024-10-03,MR24-045-804,2,,0.012655254223405134,1709.5454,997.91,0.009244628350244711,963.83,21.3,97.4,3.19,318.0,0.009244628350244711,34,7.2,0.521,963.83,21.3,97.4,3.19,318.0,1049.9553645652832,24.508451714713235,98.7212813855622,3.447260467985344,315.31791865765814,-96.45008787088847,-0.88698088195091,-0.11076575136815592,0.27848907031280645,11.378031100636775
2024-10-03,MR24-045-804,3,,0.00900903579580695,1735.1255,1505.08,0.006581075832696858,1532.5,20.5,93.3,4.18,340.0,0.006581075832696858,34,7.2,0.49,1532.5,20.500000000000004,93.3,4.18,340.0,1531.151572885917,23.23144312192972,97.04637107496094,3.1393197692800725,315.62427386875777,-95.10166075680542,-3.6184240038806283,-1.0473585201083928,0.7988291856727701,28.441039392506337
2024-10-03,MR24-045-804,4,,0.009051743236774774,1750.2539,2119.61,0.0066122735006826465,1852.2,21.7,92.8,4.01,338.0,0.0066122735006826465,34,7.2,0.466,1852.2,21.7,92.8,4.01,338.0,2190.1854888128883,20.803945890700067,92.57227441663072,4.151435692701968,340.02238751357515,-433.0871495696936,-2.7223698945806962,-0.9904271242660734,0.728111339321786,27.025368133003727
2024-10-03,MR24-045-804,5,,0.023180701759331422,1777.83,2716.05,0.016933438782016197,2211.78,21.3,90.2,7.2,382.0,0.016933438782016197,34,7.2,0.5489999999999999,2211.78,21.3,90.2,7.2,382.0,2185.112817572906,21.95190066947558,91.9129352397167,3.853109037096922,339.53220933381334,-406.4199671425993,-3.3742705640562765,-1.4186609341952483,2.401556820773325,56.75282159933438
2024-10-03,MR24-045-804,6,,0.026550301877687737,1819.8,3307.9,0.019394922386631055,2749.875,18.5,87.6,5.07,409.0,0.019394922386631055,34,7.2,0.503,2749.875,18.5,87.6,5.07,409.0,2891.4849445357345,26.05540825323135,90.49766315664039,7.489704939682194,380.4013809327929,-548.0299116783337,-10.929678817287625,-2.143076723355346,1.1917043509322283,76.77185494637935
2024-10-03,MR24-045-804,7,,0.026297717875416148,1833.82,3888.32,0.019210410468735353,3332.46,17.8,86.7,4.25,418.0,0.019210410468735353,34,7.2,0.473,3332.46,17.8,86.7,4.25,418.00000000000006,3096.074841202932,10.574573682518881,86.46511443808241,5.075307743855789,419.7867557553152,-311.64475288126573,-3.704252499806506,-2.0843553328759477,0.7790504790043338,75.52112591765871
2024-10-03,MR24-045-804,8,,0.028483817488297754,1858.57,4309.7,0.02080735021415174,3944.52,16.8,89.2,3.71,,0.02080735021415174,34,7.2,0.496,3944.52,16.8,89.2,3.71,428.11393073298746,3875.9395711317607,15.409084597585139,85.15002699764048,4.1434408116967,428.11393073298746,-243.0643240130264,-2.313337097391644,-1.0718620822860672,0.5623300731559837,75.52112591765871
2024-10-03,MR24-045-804,9,,0.02005149467128011,1887.033,4805.73,0.014647561623856498,4576.095,17.4,90.3,2.97,424.0,0.014647561623856498,34,7.2,0.52,4576.095,17.4,90.29999999999998,2.9700000000000006,424.00000000000006,4543.017001128161,15.361265276750038,88.22828097205115,3.6830805873151085,438.75443775210294,-209.98632514118685,-0.27460237414168276,-0.5539323252988559,0.20578977949842958,65.19301949118665
2024-10-03,MR24-045-804,10,,0.024259029717064336,1905.109,5302.42,0.017721154384795837,4983.66,18.1,89.7,2.54,430.0,0.017721154384795837,34,7.2,0.511,4983.66,18.1,89.7,2.54,429.99999999999994,5192.9395661097315,16.844942264751904,89.1869956029558,2.8130774509922887,433.46156845893324,-419.26589125091846,0.9804553611064151,-0.4256812260378062,0.06925105400228526,62.76992156993337
2024-10-03,MR24-045-804,11,,0.01592656810612231,1943.25,5791.69,0.016748849373507624,5403.24,17.2,88.0,2.21,437.0,0.011634314130462814,34,7.2,1.0,5403.24,17.2,88.0,2.21,436.99999999999994,5404.009751744855,17.339456186280188,88.38213673701783,2.352826411601723,437.5700012418975,-420.0356429957735,0.8409991748262264,-0.5212154102922639,-0.0021621517985761507,62.370920700605126
