Code_Run_Date,Bioreactor,Day,Date,FEED_RATE--INPUT_DATA,VOLUME_ML,IGG--STATE_SP,DAILY_NORMALIZED_FEED--INPUT_REF,IGG--STATE_DATA,VCC--STATE_DATA,VIABILITY--STATE_DATA,LACTATE--STATE_DATA,OSMO--STATE_DATA,DAILY_NORMALIZED_FEED--INPUT_DATA,TEMPERATURE--INPUT_DATA,PH_AT_TEMP--INPUT_DATA,DO--INPUT_DATA,IGG--STATE_PRED,VCC--STATE_PRED,VIABILITY--STATE_PRED,LACTATE--STATE_PRED,OSMO--STATE_PRED,IGG--STATE_EST,VCC--STATE_EST,VIABILITY--STATE_EST,LACTATE--STATE_EST,OSMO--STATE_EST,IGG--STATE_MOD,VCC--STATE_MOD,VIABILITY--STATE_MOD,LACTATE--STATE_MOD,OSMO--STATE_MOD
2024-08-08,MR24-038-805,0,,0.005315020665684492,1685.0,146.51,0.0045,121.58,12.2,98.4,0.9,331.0,0.004542213506579031,34,7.097,0.5,121.58,12.199999999999998,98.4,0.9,331.0,121.58,12.199999999999998,98.4,0.9,331.0,0.0,1.7763568394002505e-15,0.0,0.0,0.0
2024-08-08,MR24-038-805,1,,0.0053235312159059505,1700.0,509.83,0.0065,,,,,,0.004549486617747518,34,7.2,0.5,376.2150802583434,14.210263951136078,98.23720578906307,1.9716767490154756,309.5417488097867,,,,,,,,,,
2024-08-08,MR24-038-805,2,,0.005324014547175927,1700.0,997.91,0.008,,,,,,0.0045498996723639966,34,7.2,0.5,808.910646251026,18.887577536653723,97.8929375211967,2.5522612155644575,302.6033545527429,,,,,,,,,,
2024-08-08,MR24-038-805,3,,0.005324014547175927,1700.0,1505.08,0.010499999999999999,,,,,,0.0045498996723639966,34,7.2,0.5,1341.9740534874973,22.26135029124711,97.71894796039126,2.4599758538989525,292.693949838767,,,,,,,,,,
2024-08-08,MR24-038-805,4,,0.005324014547175927,1700.0,2119.61,0.008,,,,,,0.0045498996723639966,34,7.2,0.5,,,,,,,,,,,,,,,
2024-08-08,MR24-038-805,5,,0.005324014547175927,1700.0,2716.05,0.013499999999999998,,,,,,0.0045498996723639966,34,7.2,0.5,,,,,,,,,,,,,,,
2024-08-08,MR24-038-805,6,,0.005324014547175927,1700.0,3307.9,0.010000000000000002,,,,,,0.0045498996723639966,34,7.2,0.5,,,,,,,,,,,,,,,
2024-08-08,MR24-038-805,7,,0.005324014547175927,1700.0,3888.32,0.009499999999999995,,,,,,0.0045498996723639966,34,7.2,0.5,,,,,,,,,,,,,,,
2024-08-08,MR24-038-805,8,,0.005324014547175927,1700.0,4309.7,0.009000000000000008,,,,,,0.0045498996723639966,34,7.2,0.5,,,,,,,,,,,,,,,
2024-08-08,MR24-038-805,9,,0.005324014547175927,1700.0,4805.73,0.008999999999999994,,,,,,0.0045498996723639966,34,7.2,0.5,,,,,,,,,,,,,,,
2024-08-08,MR24-038-805,10,,0.005324014547175927,1700.0,5497.992,0.008500000000000008,,,,,,0.0045498996723639966,34,7.2,0.5,,,,,,,,,,,,,,,
2024-08-08,MR24-038-805,11,,0.005324014547175927,1700.0,6057.48,0.007499999999999993,,,,,,0.0045498996723639966,34,7.2,0.5,,,,,,,,,,,,,,,
2024-08-08,MR24-038-805,12,,0.005324014547175927,1700.0,6478.05,0.0,,,,,,0.0045498996723639966,34,7.2,0.5,,,,,,,,,,,,,,,
