Code_Run_Date,Bioreactor,Day,Date,FEED_RATE--INPUT_DATA,VOLUME_ML,IGG--STATE_SP,DAILY_NORMALIZED_FEED--INPUT_REF,IGG--STATE_DATA,VCC--STATE_DATA,VIABILITY--STATE_DATA,LACTATE--STATE_DATA,OSMO--STATE_DATA,DAILY_NORMALIZED_FEED--INPUT_DATA,TEMPERATURE--INPUT_DATA,PH_AT_TEMP--INPUT_DATA,DO--INPUT_DATA,IGG--STATE_PRED,VCC--STATE_PRED,VIABILITY--STATE_PRED,LACTATE--STATE_PRED,OSMO--STATE_PRED,IGG--STATE_EST,VCC--STATE_EST,VIABILITY--STATE_EST,LACTATE--STATE_EST,OSMO--STATE_EST,IGG--STATE_MOD,VCC--STATE_MOD,VIABILITY--STATE_MOD,LACTATE--STATE_MOD,OSMO--STATE_MOD
2024-07-19,MR24-038-808,0,,0.006319444444444444,1685.0,146.51,0.005354579047708711,121.99,12.2,97.7,0.94,334.0,0.005354579047708711,34,7.084,0.489,121.99,12.2,97.7,0.94,334.0,121.99,12.2,97.7,0.94,334.0,1.4210854715202004e-14,1.7763568394002505e-15,0.0,0.0,0.0
2024-07-19,MR24-038-808,1,,0.005310875004171035,1699.48,509.83,0.007252670895339502,424.31,17.6,98.1,3.06,336.0,0.004500000003534193,34,7.108,0.506,424.31000000000006,17.6,98.1,3.06,336.0,364.6843453775315,14.026967344243804,97.68779090246825,1.9713220118444963,309.52921552633444,59.62565462246853,3.573032655756199,0.4122090975317434,1.0886779881555038,26.47078447366556
2024-07-19,MR24-038-808,2,,0.005310875000428916,1700.0,997.91,0.008,,,,,,0.0045000000003634286,34,7.2,0.5,945.5391021971647,24.70623987388954,99.59885710664346,4.052212714305902,326.9878278131651,,,,,,,,,,
2024-07-19,MR24-038-808,3,,0.012392041666666666,1700.0,1505.08,0.010499999999999999,,,,,,0.010499999999999999,34,7.2,0.5,1645.9421519603823,30.480142759822957,101.14685668372292,4.251427193131244,320.27839196577736,,,,,,,,,,
2024-07-19,MR24-038-808,4,,0.009441555555555557,1700.0,2119.61,0.008,,,,,,0.008,34,7.2,0.5,,,,,,,,,,,,,,,
2024-07-19,MR24-038-808,5,,0.015932625,1700.0,2716.05,0.013499999999999998,,,,,,0.013499999999999998,34,7.2,0.5,,,,,,,,,,,,,,,
2024-07-19,MR24-038-808,6,,0.011801944444444446,1700.0,3307.9,0.010000000000000002,,,,,,0.010000000000000002,34,7.2,0.5,,,,,,,,,,,,,,,
2024-07-19,MR24-038-808,7,,0.011211847222222215,1700.0,3888.32,0.009499999999999995,,,,,,0.009499999999999995,34,7.2,0.5,,,,,,,,,,,,,,,
2024-07-19,MR24-038-808,8,,0.01062175000000001,1700.0,4309.7,0.009000000000000008,,,,,,0.009000000000000008,34,7.2,0.5,,,,,,,,,,,,,,,
2024-07-19,MR24-038-808,9,,0.010621749999999992,1700.0,4805.73,0.008999999999999994,,,,,,0.008999999999999994,34,7.2,0.5,,,,,,,,,,,,,,,
2024-07-19,MR24-038-808,10,,0.010031652777777787,1700.0,5497.992,0.008500000000000008,,,,,,0.008500000000000008,34,7.2,0.5,,,,,,,,,,,,,,,
2024-07-19,MR24-038-808,11,,0.008851458333333324,1700.0,6057.48,0.007499999999999993,,,,,,0.007499999999999993,34,7.2,0.5,,,,,,,,,,,,,,,
2024-07-19,MR24-038-808,12,,0.0,1700.0,6478.05,0.0,,,,,,0.0,34,7.2,0.5,,,,,,,,,,,,,,,
